"Species","Origin","Age","DBH","Ht","Pst","Pbr","Pf","Pabo","Country","GAge"
"Picea abies (L.) Karst.","Natural",84,30.1,25.1,330,4,22,356,"GER","50-100"
"Picea abies (L.) Karst.","Natural",84,24.3,23.2,233,7,17,257,"GER","50-100"
"Picea abies (L.) Karst.","Natural",84,20.4,22.51,160,4,6,170,"GER","50-100"
"Picea abies (L.) Karst.","Natural",84,17.1,17.38,106,6,9,121,"GER","50-100"
"Picea abies (L.) Karst.","Natural",84,21,21.85,163,3,12,178,"GER","50-100"
"Picea abies (L.) Karst.","Natural",84,16.5,18.11,90,6,7,103,"GER","50-100"
"Picea abies (L.) Karst.","Natural",84,17.3,20,130,6,8,144,"GER","50-100"
"Picea abies (L.) Karst.","Natural",84,27.5,24.43,287,3,26,316,"GER","50-100"
"Picea abies (L.) Karst.","Natural",84,37.8,26.58,430,17,31,478,"GER","50-100"
"Picea abies (L.) Karst.","Natural",91,23.2,21.4,215,7,9,231,"GER","50-100"
"Picea abies (L.) Karst.","Natural",91,29.8,24.7,357,17,13,387,"GER","50-100"
"Picea abies (L.) Karst.","Natural",91,34.1,26.6,397,12,38,447,"GER","50-100"
"Picea abies (L.) Karst.","Natural",91,24.7,24.1,261,8,9,278,"GER","50-100"
"Picea abies (L.) Karst.","Natural",91,31.8,25.2,351,13,13,377,"GER","50-100"
"Picea abies (L.) Karst.","Natural",95,29.5,23.9,258.4,65.14,27.5,351,"GER","50-100"
"Picea abies (L.) Karst.","Natural",95,16.2,16.15,63.04,26.53,12.52,102.1,"GER","50-100"
"Picea abies (L.) Karst.","Natural",95,16.8,16.75,61.61,20.16,11.58,93.35,"GER","50-100"
"Picea abies (L.) Karst.","Natural",95,11,13.9,28.67,7.1,3.51,39.28,"GER","50-100"
"Picea abies (L.) Karst.","Natural",95,17.3,14.95,66.45,23.29,12.06,101.8,"GER","50-100"
"Picea abies (L.) Karst.","Natural",95,22.2,16.25,108.6,44.06,21.84,174.5,"GER","50-100"
"Picea abies (L.) Karst.","Natural",95,19.4,17.85,83.36,28.64,15.42,127.4,"GER","50-100"
"Picea abies (L.) Karst.","Natural",95,17,16.4,72.96,26.21,14.03,113.2,"GER","50-100"
"Picea abies (L.) Karst.","Natural",95,23.2,18,136.6,52.13,28.19,216.9,"GER","50-100"
"Picea abies (L.) Karst.","Natural",95,11.5,12.3,25.79,10.47,5.52,41.78,"GER","50-100"
"Picea abies (L.) Karst.","Natural",95,13.8,12.15,33.92,10.9,4.94,49.76,"GER","50-100"
"Picea abies (L.) Karst.","Natural",95,20,17.05,106.7,49.22,24.05,180,"GER","50-100"
"Picea abies (L.) Karst.","Natural",95,7.1,7.45,4.07,2.1,0.98,7.15,"GER","50-100"
"Picea abies (L.) Karst.","Natural",95,41.2,31.7,702.1,128.2,41.79,872.1,"GER","50-100"
"Picea abies (L.) Karst.","Natural",95,33.4,28.6,476.5,88.29,29.66,594.5,"GER","50-100"
"Picea abies (L.) Karst.","Natural",95,7,6.31,5.08,2.41,1.26,8.75,"GER","50-100"
"Picea abies (L.) Karst.","Natural",95,10.5,6.55,11.09,6.82,4,21.91,"GER","50-100"
"Picea abies (L.) Karst.","Natural",95,9,6.79,8.94,5.83,2.61,17.38,"GER","50-100"
"Picea abies (L.) Karst.","Natural",89,23.2,26.9,NA,5.84,2.23,NA,"UKR","50-100"
"Picea abies (L.) Karst.","Natural",89,33.2,33.7,NA,22.68,18.56,NA,"UKR","50-100"
"Picea abies (L.) Karst.","Natural",92,58.3,41.7,NA,132.21,90.96,NA,"UKR","50-100"
"Picea abies (L.) Karst.","Natural",66,28,28.9,NA,17.23,14.85,NA,"UKR","50-100"
"Picea abies (L.) Karst.","Natural",64,28.2,29.3,NA,3.38,3.71,NA,"UKR","50-100"
"Picea abies (L.) Karst.","Natural",64,45.2,30.1,NA,96.49,46.41,NA,"UKR","50-100"
"Picea abies (L.) Karst.","Natural",106,69.8,44.2,NA,256.47,222.03,NA,"UKR",">100"
"Picea abies (L.) Karst.","Natural",107,48.2,37.9,NA,206.62,104.7,NA,"UKR",">100"
"Picea abies (L.) Karst.","Natural",40,33.1,25.9,NA,57.32,39.73,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",37,23.8,20.7,NA,12.16,25.25,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",37,14.3,16.2,NA,2.06,4.27,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",52,19.2,20.7,NA,6.56,4.83,NA,"UKR","50-100"
"Picea abies (L.) Karst.","Natural",82,40.3,33,NA,36.6,33.04,NA,"UKR","50-100"
"Picea abies (L.) Karst.","Natural",82,52.3,40.2,NA,51.32,43.81,NA,"UKR","50-100"
"Picea abies (L.) Karst.","Natural",70,26.6,30.7,NA,5.72,11.88,NA,"UKR","50-100"
"Picea abies (L.) Karst.","Natural",70,33.5,31.9,NA,6.08,12.62,NA,"UKR","50-100"
"Picea abies (L.) Karst.","Natural",68,48.1,34.1,NA,60.81,41.58,NA,"UKR","50-100"
"Picea abies (L.) Karst.","Natural",45,21,20.2,NA,6.76,7.43,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",45,26.1,24.6,NA,20.24,15.59,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",45,34.4,25.8,NA,32.69,28.22,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",64,16.2,20.2,NA,17.4,14.11,NA,"UKR","50-100"
"Picea abies (L.) Karst.","Natural",82,32.6,33.1,NA,26.08,29.7,NA,"UKR","50-100"
"Picea abies (L.) Karst.","Natural",82,46.7,32.5,NA,102.93,55.69,NA,"UKR","50-100"
"Picea abies (L.) Karst.","Natural",61,16.1,22.9,NA,6.5,5.2,NA,"UKR","50-100"
"Picea abies (L.) Karst.","Natural",68,28.6,27.6,NA,21.03,14.48,NA,"UKR","50-100"
"Picea abies (L.) Karst.","Natural",70,35.7,29.4,NA,21.93,17.45,NA,"UKR","50-100"
"Picea abies (L.) Karst.","Natural",32,9.8,16.7,NA,2.49,2.97,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",31,20.2,19.4,NA,18.3,17.08,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",33,25.3,22.3,NA,40.19,42.7,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",16,4.8,4.8,NA,1.11,1.3,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",16,8.6,6.3,NA,8,8.35,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",16,13.7,8.1,NA,18.46,14.67,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",25,7.7,9.5,NA,0.85,0.45,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",28,10.7,11.8,NA,2.47,2.04,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",28,18,12.6,NA,13.02,12.18,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",31,10.1,11.6,NA,2.75,2.41,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",35,14.6,12.4,NA,6.27,5.87,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",38,19.2,15.3,NA,13.02,11.06,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",28,8.8,7.1,NA,4.07,1.86,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",29,11.6,9.1,NA,4.51,3.64,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",30,15.6,10.3,NA,14.37,10.58,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",20,8.5,9.3,NA,3.59,3.38,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",20,4.1,6.8,NA,0.46,0.52,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",20,5.8,7.6,NA,1.24,1.37,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",20,8.8,7.7,NA,2.97,2.97,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",20,5.3,7.1,NA,0.91,1.11,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",33,7.4,9.7,NA,2.9,1.52,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",35,12.2,12.2,NA,3.53,3.27,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",35,13.2,15.5,NA,5.63,5.2,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",35,16,16.2,52.626,6.65,3.68,62.956,"UKR","<50"
"Picea abies (L.) Karst.","Natural",16,2.2,2.5,NA,0.47,0.74,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",17,3.3,3.8,NA,0.91,1.45,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",17,3.6,3.4,NA,1.3,1.82,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",24,7.1,8.3,NA,1.82,2,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",25,10,10,NA,5.87,6.01,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",25,10.8,9.5,NA,3.63,3.68,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",26,11.6,12,19.974,5.41,5.49,30.874,"UKR","<50"
"Picea abies (L.) Karst.","Natural",30,6,8.2,NA,0.34,0.48,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",33,10,12.2,NA,1.53,1.75,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",34,12,14.4,NA,3.74,3.9,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",33,13.9,15.9,38.7,6.54,5.98,51.22,"UKR","<50"
"Picea abies (L.) Karst.","Natural",35,8.3,11.4,NA,1.19,1.15,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",35,9.7,15.9,NA,2.08,2,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",35,12.5,14.5,NA,4.39,4.05,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",36,14.6,17.2,43.215,5.6,5.24,54.055,"UKR","<50"
"Picea abies (L.) Karst.","Natural",30,8.2,10.7,NA,2.73,2.71,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",30,10.2,11.4,NA,5.44,5.12,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",31,10.2,11.5,NA,4.1,3.79,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",31,11.6,13,NA,3.55,4.83,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",20,2.4,3,NA,0.29,0.59,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",20,3.9,4.9,NA,0.54,1.11,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",16,4,4.2,NA,0.57,1.19,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",20,4.1,5.2,NA,0.75,1.56,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",18,5.1,4.8,NA,1.27,2.64,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",20,5.4,4.8,NA,1.19,2.04,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",20,5.5,5.3,2.876,1.16,2.3,6.336,"UKR","<50"
"Picea abies (L.) Karst.","Natural",19,5.7,6.2,NA,1.43,2.64,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",18,5.7,4.8,NA,1.27,2.3,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",20,6.1,5.7,NA,1.37,2.75,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",20,6.8,6,NA,2.17,3.42,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",18,7.1,5.7,NA,2.17,3.64,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",19,7.8,5.8,NA,2.54,4.27,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",20,8.7,7,NA,2.9,5.79,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",20,10.8,8.8,13.919,6.7,12.25,32.869,"UKR","<50"
"Picea abies (L.) Karst.","Planted",11,1.8,2.1,NA,0.21,0.45,NA,"UKR","<50"
"Picea abies (L.) Karst.","Planted",10,1.9,2,NA,0.89,1.52,NA,"UKR","<50"
"Picea abies (L.) Karst.","Planted",10,2.1,2.7,NA,0.43,0.89,NA,"UKR","<50"
"Picea abies (L.) Karst.","Planted",11,2.9,3,NA,1.66,2.67,NA,"UKR","<50"
"Picea abies (L.) Karst.","Planted",11,3.3,3.1,NA,2.25,4.12,NA,"UKR","<50"
"Picea abies (L.) Karst.","Planted",11,3.4,2.9,NA,1.14,1.93,NA,"UKR","<50"
"Picea abies (L.) Karst.","Planted",10,3.4,3.3,NA,2.03,3.12,NA,"UKR","<50"
"Picea abies (L.) Karst.","Planted",10,4,3,NA,1.77,3.45,NA,"UKR","<50"
"Picea abies (L.) Karst.","Planted",11,4.5,3.2,NA,2.07,4.2,NA,"UKR","<50"
"Picea abies (L.) Karst.","Planted",11,4.8,3.8,NA,1.02,2,NA,"UKR","<50"
"Picea abies (L.) Karst.","Planted",11,5.9,4,2.537,2.06,3.71,8.307,"UKR","<50"
"Picea abies (L.) Karst.","Planted",10,5.9,4.5,NA,2.37,4.49,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",14,1.7,2.3,NA,0.38,0.78,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",16,2,2.5,NA,0.29,0.59,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",16,2.6,2.8,NA,0.66,1.37,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",18,3.4,3.4,NA,1.68,3.04,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",15,3.5,3.7,NA,1.68,0.85,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",16,4,3.1,NA,0.96,1.89,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",16,4,3.8,NA,1.27,2.3,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",15,4.7,3.9,NA,0.71,1.37,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",17,5.2,4.6,NA,1.57,2.82,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",18,6.1,4.5,NA,1.27,2.52,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",18,6.2,5.2,NA,2.02,3.53,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",18,6.9,5.5,NA,2.04,3.9,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",19,7.3,5.8,4.732,2.56,4.12,11.412,"UKR","<50"
"Picea abies (L.) Karst.","Natural",17,8.2,6,NA,4.06,7.76,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",17,10.7,7.2,10.044,5.78,10.47,26.294,"UKR","<50"
"Picea abies (L.) Karst.","Natural",15,1.3,2.3,NA,0.16,0.33,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",21,4.8,5,NA,1.07,1.89,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",22,5.3,5.9,NA,1.04,1.82,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",16,5.7,5.1,NA,1.29,2.45,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",26,6.8,8.1,NA,1.64,2.75,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",22,8,8.9,NA,1.38,2.3,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",22,9.2,6.7,8.148,4.33,6.91,19.388,"UKR","<50"
"Picea abies (L.) Karst.","Natural",22,9.7,9.5,NA,2.19,3.79,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",22,12.5,10.7,NA,8.08,12.59,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",33,8.3,10.1,NA,2.31,2.49,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",40,12.6,12.2,NA,2.53,3.04,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",43,13.7,15.6,NA,2.4,3.01,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",41,14.9,18.4,NA,4.41,5.2,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",41,15.6,15.2,NA,6.16,7.5,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",41,16.1,17.6,NA,3.59,4.83,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",42,18.3,19.4,NA,8.41,11.06,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",41,20.1,19.5,103.446,11.18,11.66,126.286,"UKR","<50"
"Picea abies (L.) Karst.","Natural",44,24.5,23.1,NA,20.54,19.86,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",41,26.3,22.1,NA,30.15,24.95,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",92,20.4,17.3,NA,11.7,9.21,NA,"UKR","50-100"
"Picea abies (L.) Karst.","Natural",115,23.3,18.3,NA,13.46,7.35,NA,"UKR",">100"
"Picea abies (L.) Karst.","Natural",122,25.8,24.5,293.662,28.47,16.48,338.612,"UKR",">100"
"Picea abies (L.) Karst.","Natural",138,35.7,31,NA,42.76,36.16,NA,"UKR",">100"
"Picea abies (L.) Karst.","Natural",122,36.8,31.6,NA,27.59,19.2,NA,"UKR",">100"
"Picea abies (L.) Karst.","Natural",119,46.6,30.8,NA,84.13,55.54,NA,"UKR",">100"
"Picea abies (L.) Karst.","Natural",173,53.6,36.3,NA,141.68,71.62,NA,"UKR",">100"
"Picea abies (L.) Karst.","Natural",41,8.2,12.7,NA,0.91,1.78,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",41,10.8,14.3,NA,2.01,2.3,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",41,13.1,17,NA,5.14,5.94,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",41,18,20.3,NA,7.8,5.83,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",42,18.5,20.8,93.986,8.66,10.62,113.266,"UKR","<50"
"Picea abies (L.) Karst.","Natural",41,21,21.1,NA,11.87,12.55,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",41,22.3,23,NA,17.31,16.34,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",19,2,2.1,NA,0.21,0.45,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",19,2.5,3.3,NA,0.13,0.26,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",19,4.4,4.4,NA,1.25,1.49,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",20,5.1,5.3,NA,1.53,2.3,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",20,5.5,4.9,NA,0.57,1.19,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",20,5.7,5.6,NA,1.97,4.08,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",20,5.8,5.5,NA,0.79,1.63,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",20,8.3,7.5,NA,4.83,3.64,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",30,9.5,6.6,NA,9.7,7.57,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",21,10.5,7.7,NA,8.41,6.24,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",23,11.1,9,NA,8.96,9.8,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",33,13.8,10.6,NA,10.79,7.43,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",32,5.7,8.3,NA,0.67,0.52,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",30,5.8,7.5,NA,1.63,0.52,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",21,8.5,8.5,NA,4.09,4.08,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",27,8.8,12.8,NA,2.98,2.23,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",24,9.5,12.5,NA,3.8,2.6,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",28,9.8,11.3,NA,3.12,2.75,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",24,11.2,13,NA,4.23,3.04,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",31,11.2,14,NA,5.15,4.53,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",27,12.1,13.7,NA,5.4,4.6,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",27,12.1,13.5,NA,7.35,5.12,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",32,14.1,15.9,NA,11.93,8.91,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",29,14.2,16.5,NA,8.3,6.24,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",34,15,16.5,NA,9.58,6.46,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",33,15,16.3,NA,7.24,5.35,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",33,15.2,16.8,NA,8.69,5.27,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",26,16.1,15.7,NA,11.01,8.09,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",31,17,15.5,NA,20.71,12.85,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",29,17.1,15,NA,23.82,17.97,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",26,17.9,15,NA,24.3,13.89,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",29,18,19.5,NA,19.87,11.96,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",32,18.9,17.5,NA,21.24,12.18,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",40,20,18.7,NA,28.25,13.74,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",34,24,17.1,NA,49.44,21.16,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",51,10,10.3,NA,3.12,1.86,NA,"UKR","50-100"
"Picea abies (L.) Karst.","Natural",51,11.1,12.1,NA,6.54,6.76,NA,"UKR","50-100"
"Picea abies (L.) Karst.","Natural",48,12.5,15,NA,3.09,1.78,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",48,13,14.5,NA,3.65,1.86,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",57,13.5,17.3,NA,8.94,4.9,NA,"UKR","50-100"
"Picea abies (L.) Karst.","Natural",50,15.5,15.2,NA,3.44,2.75,NA,"UKR","50-100"
"Picea abies (L.) Karst.","Natural",60,15.6,14.3,NA,11.06,4.9,NA,"UKR","50-100"
"Picea abies (L.) Karst.","Natural",54,16,14.5,NA,8.62,6.24,NA,"UKR","50-100"
"Picea abies (L.) Karst.","Natural",58,18,22.5,NA,4.93,4.31,NA,"UKR","50-100"
"Picea abies (L.) Karst.","Natural",59,19,20,NA,3.37,1.93,NA,"UKR","50-100"
"Picea abies (L.) Karst.","Natural",59,19.6,24.1,NA,8.7,6.83,NA,"UKR","50-100"
"Picea abies (L.) Karst.","Natural",60,20,21.8,NA,11.79,9.5,NA,"UKR","50-100"
"Picea abies (L.) Karst.","Natural",65,22.1,23.3,NA,13.7,9.06,NA,"UKR","50-100"
"Picea abies (L.) Karst.","Natural",63,23.2,21.8,NA,16.05,13.07,NA,"UKR","50-100"
"Picea abies (L.) Karst.","Natural",52,24,25.1,NA,15.21,14.18,NA,"UKR","50-100"
"Picea abies (L.) Karst.","Natural",52,26.1,23.9,NA,29.29,15.89,NA,"UKR","50-100"
"Picea abies (L.) Karst.","Natural",50,27.2,25,242.275,31.92,24.43,298.625,"UKR","50-100"
"Picea abies (L.) Karst.","Natural",52,27.8,25.9,NA,26.02,12.18,NA,"UKR","50-100"
"Picea abies (L.) Karst.","Natural",54,28.2,25,NA,33.49,15.82,NA,"UKR","50-100"
"Picea abies (L.) Karst.","Natural",62,31.7,26.3,NA,43.35,25.92,NA,"UKR","50-100"
"Picea abies (L.) Karst.","Natural",66,38,26.5,NA,68.44,37.5,NA,"UKR","50-100"
"Picea abies (L.) Karst.","Natural",47,7,10,NA,0.78,0.97,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",47,9.5,10.5,NA,3.06,2.15,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",47,10.2,14.7,NA,5.83,6.16,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",46,10.6,16.8,NA,2.03,2,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",47,13.2,17.3,NA,5.76,6.24,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",49,14.6,19.8,NA,3.38,3.71,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",48,14.7,15,NA,10.77,10.02,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",48,19.5,20.8,NA,13,10.69,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",49,24.3,24.5,NA,16.89,11.06,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",49,26.5,21.9,NA,21.71,12.25,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",48,29.7,24.5,NA,44.8,25.4,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",25,8.2,9.4,NA,2.53,4.92,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",27,12.5,11.9,19.596,7.25,9.15,35.996,"UKR","<50"
"Picea abies (L.) Karst.","Natural",28,15.8,13.6,NA,15.9,23.01,NA,"UKR","<50"
"Picea abies (L.) Karst.","Natural",39,21.7,21.8,154.568,16,21.54,192.108,"UKR","<50"
